title,prompt
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس التربية الفنية.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب التربية الفنية.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة التربية الفنية.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في التربية الرياضية في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية التربية الرياضية وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في التربية الرياضية واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن التربية الرياضية تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في التربية الرياضية مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في التربية الرياضية.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن التربية الرياضية وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم التربية الرياضية للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس التربية الرياضية ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في التربية الرياضية ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في التربية الرياضية.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في التربية الرياضية بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس التربية الرياضية وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن التربية الرياضية يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس التربية الرياضية باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم التربية الرياضية بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم التربية الرياضية.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول التربية الرياضية ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع التربية الرياضية.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في التربية الرياضية.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول التربية الرياضية.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس التربية الرياضية قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس التربية الرياضية.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب التربية الرياضية.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة التربية الرياضية.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في الحاسوب في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية الحاسوب وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في الحاسوب واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن الحاسوب تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في الحاسوب مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في الحاسوب.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن الحاسوب وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم الحاسوب للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس الحاسوب ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في الحاسوب ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في الحاسوب.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في الحاسوب بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس الحاسوب وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن الحاسوب يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس الحاسوب باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم الحاسوب بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم الحاسوب.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول الحاسوب ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع الحاسوب.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في الحاسوب.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول الحاسوب.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس الحاسوب قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس الحاسوب.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب الحاسوب.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة الحاسوب.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في الفلسفة في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية الفلسفة وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في الفلسفة واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن الفلسفة تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في الفلسفة مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في الفلسفة.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن الفلسفة وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم الفلسفة للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس الفلسفة ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في الفلسفة ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في الفلسفة.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في الفلسفة بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس الفلسفة وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن الفلسفة يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس الفلسفة باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم الفلسفة بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم الفلسفة.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول الفلسفة ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع الفلسفة.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في الفلسفة.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول الفلسفة.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس الفلسفة قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس الفلسفة.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب الفلسفة.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة الفلسفة.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في علم النفس في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية علم النفس وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في علم النفس واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن علم النفس تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في علم النفس مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في علم النفس.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن علم النفس وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم علم النفس للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس علم النفس ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في علم النفس ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في علم النفس.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في علم النفس بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس علم النفس وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن علم النفس يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس علم النفس باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم علم النفس بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم علم النفس.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول علم النفس ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع علم النفس.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في علم النفس.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول علم النفس.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس علم النفس قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس علم النفس.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب علم النفس.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة علم النفس.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في الاقتصاد في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية الاقتصاد وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في الاقتصاد واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن الاقتصاد تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في الاقتصاد مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في الاقتصاد.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن الاقتصاد وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم الاقتصاد للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس الاقتصاد ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في الاقتصاد ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في الاقتصاد.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في الاقتصاد بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس الاقتصاد وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن الاقتصاد يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس الاقتصاد باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم الاقتصاد بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم الاقتصاد.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول الاقتصاد ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع الاقتصاد.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في الاقتصاد.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول الاقتصاد.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس الاقتصاد قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس الاقتصاد.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب الاقتصاد.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة الاقتصاد.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في الإدارة في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية الإدارة وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في الإدارة واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن الإدارة تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في الإدارة مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في الإدارة.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن الإدارة وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم الإدارة للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس الإدارة ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في الإدارة ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في الإدارة.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في الإدارة بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس الإدارة وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن الإدارة يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس الإدارة باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم الإدارة بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم الإدارة.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول الإدارة ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع الإدارة.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في الإدارة.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول الإدارة.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس الإدارة قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس الإدارة.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب الإدارة.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة الإدارة.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في القانون في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية القانون وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في القانون واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن القانون تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في القانون مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في القانون.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن القانون وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم القانون للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس القانون ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في القانون ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في القانون.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في القانون بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس القانون وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن القانون يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس القانون باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم القانون بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم القانون.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول القانون ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع القانون.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في القانون.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول القانون.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس القانون قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس القانون.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب القانون.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة القانون.
ألخِّص المحتوى الرئيسي في,ألخِّص المحتوى الرئيسي في اللغة الفرنسية في 5 نقاط رئيسية.
اكتب مقالاً تحليلياً يتناول,اكتب مقالاً تحليلياً يتناول أهمية اللغة الفرنسية وتأثيره على المجتمع.
قارن بين المفاهيم الأساسية,قارن بين المفاهيم الأساسية في اللغة الفرنسية واربطها بأمثلة واقعية.
انشئ خطة دراسية لدرس,انشئ خطة دراسية لدرس عن اللغة الفرنسية تشمل الأهداف والأنشطة والتقييم.
اكتب أسئلة اختيار من,اكتب أسئلة اختيار من متعدد (4 خيارات) حول المفاهيم الجوهرية في اللغة الفرنسية مع تمييز الإجابات الصحيحة.
صياغة 5 أسئلة صح,صياغة 5 أسئلة صح أو خطأ تتعلق بالنقاط الرئيسية في اللغة الفرنسية.
حدد المفردات الأساسية في,حدد المفردات الأساسية في نص عن اللغة الفرنسية وقدم تعريفاً مختصراً لكل منها.
صمم نشاطاً تفاعلياً لتعليم,صمم نشاطاً تفاعلياً لتعليم اللغة الفرنسية للطلاب، موضحاً الأدوات والمواد اللازمة.
اكتب فقرة تمهيدية تشرح,اكتب فقرة تمهيدية تشرح الهدف التعليمي من درس اللغة الفرنسية ومدته.
انشئ بطاقات تعليمية (flashcards),انشئ بطاقات تعليمية (flashcards) تضم 10 مصطلحات أساسية في اللغة الفرنسية ومعانيها.
اكتب أسئلة نقاشية مفتوحة,اكتب أسئلة نقاشية مفتوحة حول الجوانب النقدية في اللغة الفرنسية.
صَمّم اختباراً قصيراً من,صَمّم اختباراً قصيراً من 5 أسئلة في اللغة الفرنسية بنوعي الأسئلة (اختيار من متعدد وصح أو خطأ).
اكتب خاتمة تلخص أهم,اكتب خاتمة تلخص أهم ما تناولناه في درس اللغة الفرنسية وتقدم توصيات للتعلم المستقبلي.
انشئ ملخصاً تنفيذياً (150–200,انشئ ملخصاً تنفيذياً (150–200 كلمة) عن اللغة الفرنسية يلائم تقريراً إدارياً.
حدد الأهداف التعليمية لدرس,حدد الأهداف التعليمية لدرس اللغة الفرنسية باستخدام معايير SMART.
اكتب مقالاً قصيراً (200–250,اكتب مقالاً قصيراً (200–250 كلمة) يشرح مفهوم اللغة الفرنسية بأسلوب مبسط.
اقترح ثلاث مشاريع تطبيقية,اقترح ثلاث مشاريع تطبيقية تُعزز فهم الطلاب لمفهوم اللغة الفرنسية.
قم بتحليل صوتي (tone),قم بتحليل صوتي (tone) نص يتناول اللغة الفرنسية ووضح ما يناسبه من أسلوب عرض.
اكتب خطة تقييم تشمل,اكتب خطة تقييم تشمل أدوات تقييم متنوعة لموضوع اللغة الفرنسية.
ارسم خريطة ذهنية نصية,ارسم خريطة ذهنية نصية توضح العلاقات بين المفاهيم الأساسية في اللغة الفرنسية.
اكتب فقرة تقارن بين,اكتب فقرة تقارن بين آراء مختلف العلماء حول اللغة الفرنسية.
صِغ قائمة بالأسئلة التي,صِغ قائمة بالأسئلة التي يمكن استخدامها لمراجعة درس اللغة الفرنسية قبل الامتحان.
اكتب نصاً يشرح السياسات,اكتب نصاً يشرح السياسات والإجراءات المتبعة عند تدريس اللغة الفرنسية.
اكتب وصفاً لمشروع بحثي,اكتب وصفاً لمشروع بحثي مختصر يتناول أحد جوانب اللغة الفرنسية.
انشئ خطاباً توجيهياً للطلاب,انشئ خطاباً توجيهياً للطلاب يوضح خطوات وأهمية دراسة اللغة الفرنسية.
